day,temp_min,temp_max
20110120,-9.3,-5.7
20110121,-10.4,-6.3
20110122,-10.7,-3.3
20110123,-9.3,-2.3
20110124,-7.8,-2.9
20110125,-8.3,-4.5
20110126,-7,-0.9
20110127,-6.5,-0.4
20110128,-6.9,-1.4
20110129,-5.8,-0.4
20110130,-3,2.1
20110131,-1.9,3.9
20110201,-4.1,3.2
20110202,-4.6,3.2
20110203,-4.1,1.1
20110204,-2.8,3
20110205,0.8,9.5
20110206,2.1,10
20110207,3.2,10.9
20110208,0.9,8.7
20110209,0.6,8.2
20110210,-0.3,7.7
20110211,0.8,7
20110212,0.5,5.9
20110213,-0.9,4.4
20110214,-1.5,3.6
20110215,-1,1.8
20110216,-1.4,1.3
20110217,-0.8,3.8
20110218,-1.9,2.9
20110219,-1.9,3.2
20110220,-2.2,-0.9
20110221,-3,1.7
20110222,-3.9,1.3
20110223,-5.8,0.7
20110224,-4.5,-2.3
20110225,-2.6,2.1
20110226,-0.6,3.7
20110227,-1.9,0.8
20110228,-2.9,-0.2
20110301,-1.3,3.5
20110302,-1.5,5.2
20110303,-1.9,2.9
20110304,-0.2,5.7
20110305,-1,4.7
20110306,-0.4,8.8
20110307,-0.2,6.2
20110308,0,5.9
20110309,-0.6,6.7
20110310,0.8,8.6
20110311,1.5,8.7
20110312,0.7,4.1
20110313,1.6,6.3
20110314,2,7.8
20110315,3.4,8.1
20110316,1.9,6.5
20110317,2,4.1
20110318,2.2,8.4
20110319,0.4,3.3
20110320,0,6.8
20110321,-0.1,7.6
20110322,2.2,8.7
20110323,4.8,12.4
20110324,5.8,13.2
20110325,5.2,11.6
20110326,4.2,10.6
20110327,3.8,9.4
20110328,3.4,6.2
20110329,4.1,12.8
20110330,3.4,6.6
20110331,4.3,10.4
20110401,6.5,14.2
20110402,8.6,16.6
20110403,9.6,16.5
20110404,4.7,8.8
20110405,5,14.2
20110406,8.7,17.2
20110407,11.8,20.6
20110408,11.1,19
20110409,11,19.4
20110410,10.4,18.4
20110411,10,17
20110412,6,12.6
20110413,1.7,7.6
20110414,0.8,3.8
20110415,2.8,8.1
20110416,3.9,10.6
20110417,5.1,11.6
20110418,6.5,13.9
20110419,7.4,13.6
20110420,7.6,15
20110421,7.6,15
20110422,7.7,14.2
20110423,8.1,13.9
20110424,8.7,14.9
20110425,9.3,16.7
20110426,8.6,15.5
20110427,6.7,13.7
20110428,5.7,9.7
20110429,6.7,13.4
20110430,7.5,14.6
20110501,7.4,13.2
20110502,7.9,16.3
20110503,6.2,11.1
20110504,6,12.5
20110505,6.8,14.7
20110506,8.6,16.9
20110507,10.8,18.8
20110508,11.6,18.4
20110509,12.7,21
20110510,12.5,18.3
20110511,12.3,18.6
20110512,10,14.6
20110513,11.9,20.2
20110514,9.1,15.1
20110515,4.2,7.6
20110516,5.6,13.1
20110517,8.5,14.6
20110518,10.5,16.4
20110519,10.9,18.8
20110520,11.3,19.7
20110521,12.3,18.3
20110522,11.2,16.8
20110523,12.4,20.7
20110524,14,21.6
20110525,14.5,23.3
20110526,13.4,21.6
20110527,7.9,12
20110528,7.6,14.9
20110529,11.7,19.6
20110530,14.1,22
20110531,8.8,11.9
20110601,2.8,7
20110602,10,16.7
20110603,12.2,18.1
20110604,10,13.4
20110605,9.5,15.4
20110606,9.1,16.3
20110607,8.9,13.7
20110608,8.2,10.2
20110609,5.7,7.5
20110610,8.5,13.6
20110611,9.3,13.8
20110612,10.8,15.7
20110613,10.3,13.4
20110614,11.9,17.4
20110615,14.4,20.5
20110616,14.1,21.9
20110617,13.3,20.6
20110618,9.4,11.9
20110619,8,13.7
20110620,11,17.9
20110621,14.6,22
20110622,13.6,20.6
20110623,10.9,14.9
20110624,10.4,16.5
20110625,11.1,18.9
20110626,16.1,24.9
20110627,18.6,27.1
20110628,18.8,26.1
20110629,15.3,22
20110630,12.6,17.7
20110701,10.5,17.3
20110702,9.5,17.3
20110703,11.2,18.8
20110704,14,20.6
20110705,14.6,21.4
20110706,15.1,21.3
20110707,14.7,21.5
20110708,13.2,17.5
20110709,14.8,21.8
20110710,13.2,21
20110711,14.8,22
20110712,17.4,26.1
20110713,12,15
20110714,9.8,13.6
20110715,10.2,15.9
20110716,12.6,19.3
20110717,10.1,16
20110718,8.8,14
20110719,7.5,11.3
20110720,6.5,11.8
20110721,7.9,12.3
20110722,10.1,15.8
20110723,9.2,12.8
20110724,7.6,12.4
20110725,7.3,12.7
20110726,9.5,13.6
20110727,10.2,14.6
20110728,10.1,14.5
20110729,11.9,17.3
20110730,13,17.9
20110731,13.3,18.8
20110801,14,21.1
20110802,16.2,23.2
20110803,13.6,17.9
20110804,14.8,20.2
20110805,15,20.4
20110806,14.3,21.8
20110807,12.5,15.9
20110808,11.3,18.4
20110809,8.6,16
20110810,9,16.5
20110811,13,21.1
20110812,12.5,21.5
20110813,14.5,21
20110814,14,19
20110815,13,18
20110816,14.5,22
20110817,17,24
20110818,17,23.5
20110819,17.4,21.8
20110820,18.5,26.3
20110821,19.9,29.1
20110822,20.7,29.6
20110823,19.2,27.1
20110824,17.9,26.3
20110825,16.8,25.5
20110826,17.3,22.8
20110827,7.9,14.9
20110828,10.5,18.8
20110829,11.7,18.3
20110830,11.7,18.5
20110831,13.5,20.8
20110901,14.3,20
20110902,14.9,20.6
20110903,14.7,22.9
20110904,12.5,14.5
20110905,10.5,13
20110906,9.5,17.5
20110907,12,16.5
20110908,13,19
20110909,13.8,20.6
20110910,15.2,22.8
20110911,15.1,23.7
20110912,12.1,18.2
20110913,12.6,20.6
20110914,12.8,19.4
20110915,12.9,20.6
20110916,14.7,23.8
20110917,11.5,16.9
20110918,6.4,9.7
20110919,3,7.6
20110920,5.8,11.8
20110921,9.3,17.4
20110922,10,17.1
20110923,10,17.9
20110924,11.1,17.7
20110925,11.5,17.6
20110926,11.3,18.4
20110927,11.7,19.8
20110928,12.2,19.6
20110929,11.9,19.2
20110930,12,20.6
20111001,12.1,20.4
20111002,12,19.9
20111003,11.4,19.3
20111004,10.3,18.3
20111005,9.6,17.2
20111006,9.5,17.5
20111007,2.9,7.3
20111008,0.4,1.7
20111009,4.7,11.7
20111010,5.8,9.8
20111011,8.3,15.9
20111012,8.6,16
20111013,5.7,11.8
20111014,4.6,11.4
20111015,5,13.4
20111016,5.4,13.6
20111017,4.6,11.9
20111018,4.9,12.6
20111019,4.2,8.3
20111020,-0.5,3.2
20111021,-1,6
20111022,0.1,7.1
20111023,0.9,9.4
20111024,1.1,6
20111025,0.9,2
20111026,2,8.2
20111027,2.9,8.8
20111028,5.2,12.5
20111029,6.1,13.1
20111030,5.4,12.6
20111031,5.9,12.9
20111101,5.6,12.3
20111102,4.8,11.8
20111103,5.2,10.6
20111104,5.5,7.7
20111105,5.5,9.6
20111106,5.2,6.6
20111107,5,7.9
20111108,3.5,5.9
20111109,4.4,10.8
20111110,3.3,10.8
20111111,2.6,10.1
20111112,2.1,10.1
20111113,3.3,11.9
20111114,3.1,10.7
20111115,2.3,9.2
20111116,1.5,8.3
20111117,0.1,7.8
20111118,0.3,7.7
20111119,1.4,8.3
20111120,2.8,9.7
20111121,1.9,9.2
20111122,1.7,9
20111123,1.4,8.7
20111124,1.9,10.3
20111125,1.7,9.1
20111126,0.8,6.2
20111127,3,11.2
20111128,3.3,10.8
20111129,3.7,10.6
20111130,1.9,7.8
20111201,2.2,8.6
20111202,1,6.2
20111203,0.2,2
20111204,1.3,4.1
20111205,-0.9,2.4
20111206,-3.9,-1.3
20111207,-1.6,1
20111208,-1.9,1
20111209,-1.7,3.7
20111210,-2.1,3.5
20111211,-2.7,3.1
20111212,-3,0.5
20111213,-3.3,2
20111214,-0.8,0.2
20111215,-3.5,-2.1
20111216,-3,-0.3
20111217,-6.9,-5.3
20111218,-8.6,-5.8
20111219,-11.4,-8.1
20111220,-8.4,-4.7
20111221,-4.7,-2.2
20111222,-0.5,1.3
20111223,-1.3,2.1
20111224,-4.5,-1.7
20111225,-8.3,-3
20111226,-1.6,4.5
20111227,0.6,5.7
20111228,-0.2,5.3
20111229,-4.3,-1
20111230,-4.6,-2.2
20111231,-1.9,0.8
20120101,0.2,2.7
20120102,-0.6,3.2
20120103,-4.6,-0.7
20120104,-3.3,1.1
20120105,-2.2,1.8
20120106,-5.3,-2.9
20120107,-6.4,0.7
20120108,-2.4,0.8
20120109,-7.9,-3.2
20120110,-6.2,-0.8
20120111,-1.6,4.4
20120112,-2.1,4.1
20120113,-4.7,-0.9
20120114,-8.1,-1.3
20120115,-6,0.9
20120116,-6.2,-0.8
20120117,-5.7,0.2
20120118,-3.3,2.9
20120119,-0.2,2.9
20120120,-1.5,3.4
20120121,-0.1,3.2
20120122,2.3,6.3
20120123,-3.7,-1.1
20120124,-3.2,-0.1
20120125,-2.7,0.3
20120126,-3.3,2.6
20120127,-3.1,1.3
20120128,-4.5,-3.2
20120129,-4.9,-2.5
20120130,-7.8,-5.9
20120131,-8,-6
20120201,-10.7,-6.5
20120202,-11.1,-5.5
20120203,-13.9,-10.6
20120204,-17.5,-14.6
20120205,-17.3,-10.1
20120206,-16.2,-9.1
20120207,-16.1,-10.7
20120208,-2.7,3.4
20120209,-8.8,-3.4
20120210,-13.6,-9.9
20120211,-14.7,-10.3
20120212,-14.8,-10.9
20120213,-13,-7.9
20120214,-10.8,-5.5
20120215,-4.6,0.2
20120216,-3.4,0
20120217,-4.8,0.5
20120218,-3.3,2.3
20120219,-3.4,-0.6
20120220,-7.3,-2.8
20120221,-5.1,1.8
20120222,-2,6.3
20120223,-0.7,3.2
20120224,2.4,9.8
20120225,2.8,6
20120226,-0.4,5.8
20120227,-3.8,1.7
20120228,-1.1,4.8
20120229,3.9,11.8
20120301,5.8,12.2
20120302,5.1,11.4
20120303,2.9,8
20120304,2.6,6.6
20120305,-3.6,1.8
20120306,-4.9,-0.2
20120307,-2,4
20120308,-1.9,1.8
20120309,-3.9,2
20120310,-1.6,5.6
20120311,0.6,6
20120312,2,7.5
20120313,4.2,12.2
20120314,4.6,13
20120315,5,13.3
20120316,5.4,12.4
20120317,3.4,9.4
20120318,2.9,8.4
20120319,-2.2,-1.3
20120320,-1.3,5.1
20120321,3.7,11.4
20120322,4.2,11.4
20120323,4.2,11.8
20120324,4.4,10.2
20120325,4.3,10.7
20120326,4.7,11
20120327,5,11.6
20120328,6.4,13.2
20120329,6,12.7
20120330,6.6,14.4
20120331,5.4,14.3
20120401,4.2,10.6
20120402,4.7,12.6
20120403,5.1,11.3
20120404,5.3,10.2
20120405,4.4,8.9
20120406,5.3,10.8
20120407,4,6.9
20120408,0.3,3.4
20120409,0.9,6.1
20120410,4.5,11.7
20120411,-0.6,3
20120412,1.2,8.7
20120413,2,5.8
20120414,1.3,4.6
20120415,-0.2,0.7
20120416,0.3,3.5
20120417,0.4,4.9
20120418,-0.4,3
20120419,0.1,5.7
20120420,0.7,4.1
20120421,2,8.6
20120422,0.8,6.8
20120423,1.8,8.2
20120424,0.6,5.6
20120425,3.1,8.3
20120426,8.1,14.6
20120427,10.6,20.1
20120428,15,19.4
20120429,8.8,13.9
20120430,6.3,11.3
20120501,5.5,9.3
20120502,5.5,10.5
20120503,6.8,13
20120504,8.3,15.4
20120505,5.6,11.1
20120506,4.9,10.4
20120507,6.9,13.2
20120508,6.8,13.4
20120509,9.2,14.7
20120510,12.8,21.1
20120511,14.5,22.8
20120512,10.9,14.9
20120513,6.1,11.5
20120514,5.4,12.5
20120515,5.7,13.9
20120516,0.7,3.9
20120517,5.1,13.2
20120518,8.8,14.1
20120519,9.8,14.8
20120520,9.3,16.3
20120521,6.1,8.7
20120522,7.3,13.3
20120523,10.5,16
20120524,13.1,20.4
20120525,13.6,20.2
20120526,12.6,18.9
20120527,9.6,17.2
20120528,10,15.5
20120529,11.1,17.5
20120530,12.8,19.9
20120531,11.8,15.5
20120601,13.2,19.7
20120602,14.7,23.5
20120603,11.9,18.4
20120604,8.7,14.7
20120605,10,16.5
20120606,9.5,11.9
20120607,13.1,19.9
20120608,10.6,13.3
20120609,10,15.6
20120610,8.2,13
20120611,8.4,12.7
20120612,6.1,8.6
20120613,6.5,10.4
20120614,9.5,17
20120615,13.7,22
20120616,15.5,23.1
20120617,16.6,24.4
20120618,16.3,23.6
20120619,15.2,23
20120620,14.1,17.3
20120621,14.3,21.3
20120622,13.2,18.5
20120623,12.7,19.1
20120624,14.8,20.8
20120625,13.9,21.1
20120626,13.2,17.1
20120627,15.4,22.2
20120628,17.2,25.7
20120629,19,26.5
20120630,19.5,26.4
20120701,15.6,24.1
20120702,10.9,13.1
20120703,13.1,18.6
20120704,13,18.9
20120705,11.8,16.9
20120706,11.8,19.3
20120707,13.2,18.6
20120708,14.2,19.6
20120709,14.4,19.9
20120710,13.2,17.7
20120711,12.9,18.4
20120712,11.4,17.9
20120713,11.2,15.6
20120714,11.1,16.2
20120715,10.3,15.2
20120716,9.2,15.9
20120717,12.4,20.6
20120718,14.9,22.6
20120719,16.1,24.4
20120720,13.3,19
20120721,11,16.7
20120722,9.7,15.5
20120723,12.8,19.7
20120724,16.3,23.1
20120725,16.2,23
20120726,17.7,25.7
20120727,17.6,28.4
20120728,13.5,16.3
20120729,13.5,18.7
20120730,12.9,18.9
20120731,14,20.1
20120801,16.2,25
20120802,15.3,22
20120803,15.2,21.4
20120804,14.2,22.1
20120805,12.5,16.4
20120806,11.4,15.8
20120807,12,17.6
20120808,13.4,20.6
20120809,14.2,20.2
20120810,14.3,22
20120811,14.2,22.6
20120812,14.4,20.9
20120813,15,20.8
20120814,15.4,21.3
20120815,17,23.7
20120816,14.5,19.4
20120817,16.3,24.6
20120818,19.1,27.6
20120819,20.9,29.7
20120820,19,30
20120821,19.5,27.1
20120822,19.8,28.5
20120823,16.3,27.4
20120824,16.4,23.8
20120825,14.9,19.4
20120826,10.5,16.5
20120827,11.5,20.5
20120828,13.4,19.5
20120829,13.3,22.2
20120830,10.4,12.5
20120831,6.2,10.7
20120901,4.2,7.9
20120902,9.6,17
20120903,11.9,18
20120904,12.7,18.2
20120905,13.7,20.8
20120906,13,19.8
20120907,12.4,20.1
20120908,13.6,21.5
20120909,14.4,23.1
20120910,14,20.4
20120911,13.1,20
20120912,7.6,10.1
20120913,5.4,11.5
20120914,5.6,12.8
20120915,7.7,15.4
20120916,10.3,18.8
20120917,11.6,18.4
20120918,11.7,18.3
20120919,7.5,12.3
20120920,5.2,13.2
20120921,9.8,16.6
20120922,9.4,13
20120923,11.3,18
20120924,9.8,16.1
20120925,10.9,16.5
20120926,12.4,16.5
20120927,5.7,10.8
20120928,6.8,14
20120929,8.5,10.6
20120930,8.9,13.7
20121001,8.5,12.3
20121002,7.9,12.9
20121003,8,13.7
20121004,7.2,12.7
20121005,8.6,16.5
20121006,9.9,16.5
20121007,8.3,11.7
20121008,7.4,12.2
20121009,8.4,10.6
20121010,7.5,9.5
20121011,6.8,12.2
20121012,6.4,9.4
20121013,4,12.7
20121014,5.2,12.4
20121015,-0.4,3
20121016,-0.6,6.4
20121017,5.4,11.6
20121018,7.2,13.3
20121019,9.2,15.6
20121020,10.2,18.1
20121021,12.6,21.3
20121022,11.6,18.7
20121023,9.9,17.7
20121024,8.4,16.1
20121025,7.2,14.4
20121026,6.4,9.6
20121027,2.2,5.4
20121028,-6.2,-5.2
20121029,-7.3,-3.2
20121030,-2.8,3.7
20121031,-1.2,2.8
20121101,1.5,5.5
20121102,1.8,5
20121103,3,8.1
20121104,4.2,9.4
20121105,1.2,3.8
20121106,-2.3,0.6
20121107,-2.4,1.3
20121108,2.7,8.1
20121109,4.6,12.7
20121110,4.1,10.4
20121111,1,2.1
20121112,0,5.1
20121113,-0.1,8.1
20121114,1.7,9.8
20121115,2,10.1
20121116,2.6,11.3
20121117,1.6,8.2
20121118,0.2,6.6
20121119,0.1,6.8
20121120,1.5,8.6
20121121,3.1,10
20121122,1.6,5.3
20121123,1.3,6.8
20121124,3.2,9.3
20121125,2.8,7.5
20121126,5.3,9.2
20121127,2,7.8
20121128,-0.2,1
20121129,-3.7,-2
20121130,-7.1,-3.8
20121201,-7.1,-1.7
20121202,-8.8,-6.7
20121203,-8.3,-2.5
20121204,-3.3,-0.2
20121205,-6.4,-5.3
20121206,-8.5,-4.6
20121207,-9.8,-7.9
20121208,-9.1,-5.4
20121209,-10.5,-6.5
20121210,-6.1,-4.1
20121211,-9.2,-5
20121212,-13,-7
20121213,-8.5,-3.4
20121214,-3.4,-1.2
20121215,-1.8,-0.3
20121216,-1.7,0.1
20121217,-2.2,-0.6
20121218,-3.5,-2.7
20121219,-7.6,-3.8
20121220,-3.6,-0.4
20121221,-3.5,-0.3
20121222,-4.5,-0.2
20121223,2.6,6.3
20121224,3.7,7.2
20121225,2,4.5
20121226,-1.5,1
20121227,-2,0.2
20121228,-0.8,2.9
20121229,-1.6,3.7
20121230,-3.7,0.4
20121231,-3.2,3.3
20130101,-2.1,0.9
20130102,-5.1,-2.7
20130103,-4.7,2
20130104,-2,3.9
20130105,-3.3,0.7
20130106,-0.8,5.4
20130107,-0.8,4.6
20130108,0.1,6
20130109,-0.4,5
20130110,-2.2,-0.7
20130111,-3.6,-1.9
20130112,-7.6,-2.8
20130113,-7,-1.9
20130114,-7.7,-3.2
20130115,-9.9,-5.7
20130116,-12,-7.3
20130117,-12.8,-9.6
20130118,-11.1,-4.9
20130119,-4.5,-1.4
20130120,-1.3,1.7
20130121,-4.3,-2
20130122,-6.5,-2.1
20130123,-6.1,-1
20130124,-7,-0.9
20130125,-11.3,-6.3
20130126,-9,-1.3
20130127,-3.7,2.4
20130128,-4.1,-0.9
20130129,-2.6,1.7
20130130,1.1,5.5
20130131,-0.2,3.4
20130201,-0.7,0.6
20130202,-2.9,0.5
20130203,-7.7,-3
20130204,-4.2,0.6
20130205,-2.2,4.3
20130206,-7.1,-3.9
20130207,-8.9,-4.8
20130208,-11,-6.5
20130209,-12.3,-7.5
20130210,-12.3,-7.2
20130211,-7.7,-4.7
20130212,-6.8,-3.6
20130213,-8.8,-3.9
20130214,-8.5,-3.5
20130215,-5.7,-3
20130216,-7.6,-1.6
20130217,-7.4,-1.7
20130218,-7.9,-1.3
20130219,-6.8,-0.6
20130220,-4,-0.3
20130221,-7.2,-2.9
20130222,-10.4,-4.8
20130223,-10.6,-5.8
20130224,-11.3,-9.5
20130225,-8.4,-3.2
20130226,-6.4,0.1
20130227,-3.6,3.2
20130228,-0.6,4.2
20130301,-2.5,4.4
20130302,-1.3,5.3
20130303,-0.4,7.2
20130304,-0.2,7
20130305,-1.1,4.2
20130306,1,5.4
20130307,2.5,6.7
20130308,0.7,4.8
20130309,0.2,3.3
20130310,-0.8,5.3
20130311,-0.8,3.6
20130312,-0.4,4.6
20130313,-2.9,2.5
20130314,-7.6,-3.3
20130315,-9.4,-3.4
20130316,-5.8,2.2
20130317,-3.6,1.3
20130318,-3.8,0.1
20130319,-2.6,2.6
20130320,-1.7,3
20130321,-1.8,2.1
20130322,2.2,7.9
20130323,2.4,6.7
20130324,2,5.7
20130325,-0.5,1.7
20130326,-2,0.6
20130327,-1.7,4.3
20130328,-2.1,2.8
20130329,-0.8,2.8
20130330,-0.2,1
20130331,-1.2,4.2
20130401,-2.2,4.2
20130402,0.2,7.2
20130403,0.5,5.7
20130404,1.7,5.7
20130405,1.1,3.4
20130406,1.9,8.6
20130407,0,4.2
20130408,0.1,3.8
20130409,-1.2,2.3
20130410,1.9,6.9
20130411,4.6,8.6
20130412,3.5,9.4
20130413,3.3,9.3
20130414,7.5,15.4
20130415,9.4,17.6
20130416,9.7,16.6
20130417,9.8,18
20130418,10.5,18.3
20130419,2.6,8.5
20130420,0.4,3.5
20130421,4,8.1
20130422,3.3,7.1
20130423,6,12.3
20130424,7.4,14.2
20130425,8.9,17.3
20130426,9.5,14.9
20130427,4.8,9.7
20130428,4.5,10.4
20130429,6.5,9.1
20130430,9.3,14.6
20130501,9.3,14.7
20130502,9,16.2
20130503,5.6,9.4
20130504,6.3,10.8
20130505,8.1,15.7
20130506,6.7,9.2
20130507,8.3,12.5
20130508,9.7,16.4
20130509,10.6,16
20130510,6.3,8.3
20130511,5.6,11.2
20130512,4.1,9.7
20130513,3.9,9.6
20130514,8.2,16.1
20130515,7.5,10.9
20130516,4.8,7
20130517,3.9,7.8
20130518,5.3,12
20130519,2.9,8.1
20130520,4.7,10.3
20130521,4,6.3
20130522,4.6,8.4
20130523,3.8,11.1
20130524,1.3,4.4
20130525,0.4,4
20130526,2.7,7.4
20130527,6,13.6
20130528,7.7,13.5
20130529,1,3.4
20130530,3,7.7
20130531,3.8,7.2
20130601,5.7,8.5
20130602,7.9,13.8
20130603,7.7,13.9
20130604,8.4,14.9
20130605,9.8,17.1
20130606,11.5,18.4
20130607,12.1,18.9
20130608,12.1,18.6
20130609,8.3,12
20130610,7.9,11.2
20130611,9.9,15.5
20130612,11.3,18.2
20130613,14.6,22.6
20130614,13.4,20.3
20130615,15,21.7
20130616,15.7,23
20130617,17.6,24.5
20130618,18.5,25.5
20130619,18,23.6
20130620,12.1,17.7
20130621,11.7,19.1
20130622,10.8,14.7
20130623,11.4,16.7
20130624,7.3,11.9
20130625,7.5,14
20130626,8,13.9
20130627,5.2,9.7
20130628,6.8,12.9
20130629,5.1,6.9
20130630,9.9,15.3
20130701,12.2,19.7
20130702,13.1,20.7
20130703,11.1,14.9
20130704,12.9,18
20130705,14.5,20.2
20130706,15.2,22.2
20130707,16.2,22.5
20130708,14.6,19.4
20130709,14.8,19.8
20130710,13.8,21.2
20130711,14.9,21.7
20130712,15.3,23.8
20130713,14.7,20.6
20130714,15.2,22.1
20130715,15.5,22.4
20130716,16.8,24.1
20130717,14.6,18.4
20130718,11,13.9
20130719,13.7,19.9
20130720,15.1,20.9
20130721,15.9,23.4
20130722,15.9,23.5
20130723,15.6,23.3
20130724,14.9,20.4
20130725,16.9,23.2
20130726,18.3,26.7
20130727,20,28.4
20130728,22.1,26.1
20130729,10.9,17.9
20130730,12.3,18.3
20130731,14.1,21.6
20130801,17.1,24.8
20130802,18.3,25.6
20130803,17,26
20130804,16.2,22.9
20130805,18.3,26.8
20130806,16.5,24.9
20130807,13.2,19.1
20130808,12.6,17
20130809,10.5,15.1
20130810,10.5,16.7
20130811,13.2,18.8
20130812,14.6,22
20130813,15.1,22.7
20130814,12.3,17.5
20130815,13,19.2
20130816,14.5,20.7
20130817,15.5,21.8
20130818,15.2,21.1
20130819,12.9,16.5
20130820,10.6,17
20130821,12.1,20.6
20130822,13.9,21.4
20130823,13.9,20
20130824,11.4,17.9
20130825,9.2,13.1
20130826,9.4,15.5
20130827,9.2,14.4
20130828,10,14.7
20130829,11.5,17.3
20130830,11.9,18.4
20130831,12.4,18.3
20130901,12,17.5
20130902,11.9,18.3
20130903,13.3,21.8
20130904,15.2,23
20130905,15.8,23
20130906,15.6,23.1
20130907,14.2,21.2
20130908,12,16.3
20130909,9.1,13.7
20130910,8.4,14.5
20130911,6.2,11.5
20130912,5.5,10.9
20130913,6.6,12
20130914,9.4,15.9
20130915,7.9,10.8
20130916,6.1,7.8
20130917,4.3,7.7
20130918,7.7,15.9
20130919,7.9,13.6
20130920,7.8,14.6
20130921,7.7,15.8
20130922,8.4,15.7
20130923,9.8,19.2
20130924,10.5,19.5
20130925,11.4,17.6
20130926,11.7,14.8
20130927,12.4,18.7
20130928,13,19
20130929,10.9,13.9
20130930,9.5,12.9
20131001,9.8,14
20131002,9.8,15.7
20131003,11.3,16.5
20131004,11.9,17.2
20131005,8.7,12.4
20131006,7.7,11.4
20131007,8.7,14
20131008,8.4,13.3
20131009,7.9,11.4
20131010,3.8,8.1
20131011,-0.2,3.7
20131012,-0.7,1.9
20131013,1.2,5.6
20131014,3.6,8.1
20131015,4.4,9.4
20131016,6.2,12
20131017,5.3,10.8
20131018,6.2,14.4
20131019,8.7,15.7
20131020,7.2,13.1
20131021,7.2,13.7
20131022,10.7,17.2
20131023,8.2,11.2
20131024,6.1,12.8
20131025,7.2,13.4
20131026,10.4,17.1
20131027,10.2,15.5
20131028,9.3,14.4
20131029,4.8,6.8
20131030,3.2,6.8
20131031,4.5,11.1
20131101,5.2,9.4
20131102,5.7,8.9
20131103,2.5,6.9
20131104,1.2,4.9
20131105,0.3,1.9
20131106,4,10.3
20131107,3.3,9.1
20131108,5.5,11.1
20131109,1.4,4.4
20131110,-1.7,0.1
20131111,-5,-1.5
20131112,-0.2,7.4
20131113,0.9,8.2
20131114,-1.4,1.2
20131115,-1.4,3.7
20131116,0.9,7.3
20131117,2,7.9
20131118,3.1,6.1
20131119,1.2,2.9
20131120,-2.7,-0.6
20131121,-4.8,-2.9
20131122,-6.6,-3.8
20131123,-5.5,-3.1
20131124,-3.5,-1.7
20131125,-6.3,-2.8
20131126,-10.2,-5.8
20131127,-9.4,-3
20131128,-5.5,-1.8
20131129,-4.2,0.7
20131130,-5.8,-1.9
20131201,-4.6,1.2
20131202,1.4,11.5
20131203,-0.1,6.5
20131204,-1.2,4.8
20131205,-2.2,3.7
20131206,-3,1
20131207,-5.5,-0.4
20131208,-3.1,3.4
20131209,-1.2,3.3
20131210,0.4,7.2
20131211,0,6.6
20131212,-0.8,5.7
20131213,-2.2,4.5
20131214,-2.9,3.1
20131215,-2.1,4.8
20131216,0.8,7.3
20131217,0.3,7.7
20131218,0.1,4.7
20131219,-0.8,2.2
20131220,-1.2,0.6
20131221,-2,4
20131222,0.1,4.3
20131223,-0.7,5
20131224,1.7,6.6
20131225,1.7,6.8
20131226,-2.5,-0.4
20131227,-5.6,-1
20131228,-1.3,1.9
20131229,-5.1,-1.9
20131230,-8.3,-3
20131231,-3.8,2.2
20140101,-3.2,2
20140102,-3.8,-0.8
20140103,-1.6,3.5
20140104,-0.8,0.7
20140105,-2.9,-0.8
20140106,-0.6,4.8
20140107,1.6,7
20140108,2.2,7.1
20140109,2.7,7.3
20140110,2.3,4.6
20140111,2.1,6.8
20140112,-0.4,5.1
20140113,-0.8,4
20140114,-3,-1.7
20140115,-5.9,-1.8
20140116,-1.1,1.2
20140117,-2.7,-0.5
20140118,-2.7,1.7
20140119,-0.2,2.7
20140120,-1.5,0.2
20140121,-4.2,-2.3
20140122,-5.1,1.9
20140123,-4.5,-1.1
20140124,-6.8,-4.2
20140125,-7.7,-0.4
20140126,-1.7,3.3
20140127,-4.6,-1.1
20140128,-10,-4.8
20140129,-7.2,-3.3
20140130,-4.7,-1.6
20140131,-2.8,2.5
20140201,-1.8,4.3
20140202,-3.6,-2.2
20140203,-1.3,3.3
20140204,-0.8,2
20140205,-1.2,1.5
20140206,-4,1.5
20140207,-2.7,-0.6
20140208,-3.8,0.1
20140209,-4.3,-0.2
20140210,-1.8,1.2
20140211,-3.6,-0.1
20140212,-4.1,2.5
20140213,-3,0.2
20140214,-2.8,0.3
20140215,-1.2,2.9
20140216,-2.9,-1.9
20140217,-3.1,1.4
20140218,-0.6,7.2
20140219,-0.5,3.4
20140220,-3.5,2
20140221,-2.4,1.5
20140222,-4.2,-0.1
20140223,-3.4,3
20140224,-3,4
20140225,-2.8,2.5
20140226,-1.7,1.7
20140227,-2.6,0.3
20140228,-2.6,0.1
20140301,-4.5,-3.1
20140302,-4.8,-0.9
20140303,-3.3,0.6
20140304,-3.5,-1.5
20140305,-3.6,1.6
20140306,-2.3,4.5
20140307,-0.9,6.4
20140308,2.1,11.1
20140309,2.8,10.6
20140310,2.3,9.6
20140311,2.9,10.6
20140312,3.2,10.5
20140313,3.6,11.5
20140314,3.7,11
20140315,3.1,10.6
20140316,3.7,12.1
20140317,4.6,12.1
20140318,6.1,13.1
20140319,4.1,8.6
20140320,4.7,11.9
20140321,4.7,10
20140322,2.8,7.7
20140323,-2.7,-0.2
20140324,-4.3,1.2
20140325,-4.1,1.1
20140326,-1.5,4.7
